feedback_id,customer_id,product_id,rating,feedback_text,feedback_date,sentiment_id,sentiment,confidence,model_name,sentiment_label,feedback_bucket
508,508,508,2,Very satisfied with the experience,2026-04-24 07:35:08.386253,508,negative,0.71,distilbert,negative,negative
509,509,509,5,Fantastic support and fast shipping,2026-07-20 07:35:08.386286,509,positive,0.62,distilbert,positive,positive
510,510,510,2,Delivery was late,2026-03-25 07:35:08.386319,510,neutral,0.96,roberta-base,neutral,negative
511,511,511,3,Very satisfied with the experience,2026-04-30 07:35:08.386354,511,neutral,0.64,roberta-base,neutral,neutral
512,512,512,4,Fantastic support and fast shipping,2026-07-18 07:35:08.386387,512,positive,0.57,bert-base,positive,positive
513,513,513,5,Fantastic support and fast shipping,2026-03-29 07:35:08.386419,513,neutral,0.74,distilbert,neutral,positive
514,514,514,5,Fantastic support and fast shipping,2026-06-07 07:35:08.386452,514,negative,0.99,bert-base,negative,positive
515,515,515,1,Fantastic support and fast shipping,2026-04-22 07:35:08.386484,515,neutral,0.79,bert-base,neutral,negative
516,516,516,5,Great product and excellent quality,2026-04-07 07:35:08.386519,516,neutral,0.96,distilbert,neutral,positive
517,517,517,1,Very satisfied with the experience,2026-04-20 07:35:08.386554,517,neutral,0.59,roberta-base,neutral,negative
518,518,518,4,Very satisfied with the experience,2026-05-13 07:35:08.386589,518,negative,0.8,roberta-base,negative,positive
519,519,519,1,Very satisfied with the experience,2026-04-14 07:35:08.386625,519,neutral,0.8,roberta-base,neutral,negative
520,520,520,5,"Average product, could be better",2026-07-10 07:35:08.386658,520,neutral,0.73,bert-base,neutral,positive
521,521,521,5,Great product and excellent quality,2026-07-12 07:35:08.386692,521,positive,0.75,distilbert,positive,positive
522,522,522,4,Great product and excellent quality,2026-06-16 07:35:08.386725,522,positive,0.91,bert-base,positive,positive
523,523,523,2,Good value for money,2026-06-14 07:35:08.386757,523,positive,0.87,distilbert,positive,negative
524,524,524,4,Fantastic support and fast shipping,2026-02-13 07:35:08.386790,524,negative,0.79,roberta-base,negative,positive
525,525,525,1,Good value for money,2026-07-27 07:35:08.386823,525,negative,0.98,bert-base,negative,negative
526,526,526,4,Delivery was late,2026-06-24 07:35:08.386857,526,neutral,0.71,bert-base,neutral,positive
527,527,527,5,Delivery was late,2026-04-22 07:35:08.386955,527,positive,0.66,bert-base,positive,positive
528,528,528,5,Fantastic support and fast shipping,2026-02-08 07:35:08.386989,528,neutral,0.61,bert-base,neutral,positive
529,529,529,5,Very satisfied with the experience,2026-02-16 07:35:08.387025,529,neutral,0.72,roberta-base,neutral,positive
530,530,530,3,Fantastic support and fast shipping,2026-02-27 07:35:08.387058,530,negative,0.82,bert-base,negative,neutral
531,531,531,1,Fantastic support and fast shipping,2026-02-11 07:35:08.387095,531,neutral,0.56,bert-base,neutral,negative
532,532,532,1,"Average product, could be better",2026-07-27 07:35:08.387127,532,neutral,0.93,roberta-base,neutral,negative
533,533,533,2,"Average product, could be better",2026-03-29 07:35:08.387160,533,neutral,0.99,roberta-base,neutral,negative
534,534,534,5,"Average product, could be better",2026-07-05 07:35:08.387194,534,negative,0.52,bert-base,negative,positive
535,535,535,1,Fantastic support and fast shipping,2026-06-22 07:35:08.387226,535,negative,0.68,bert-base,negative,negative
536,536,536,1,Good value for money,2026-05-24 07:35:08.387259,536,neutral,0.85,roberta-base,neutral,negative
537,537,537,5,Very satisfied with the experience,2026-02-07 07:35:08.387292,537,neutral,0.96,roberta-base,neutral,positive
538,538,538,4,Great product and excellent quality,2026-07-22 07:35:08.387325,538,negative,0.95,bert-base,negative,positive
539,539,539,5,"Average product, could be better",2026-06-24 07:35:08.387358,539,negative,0.7,distilbert,negative,positive
540,540,540,1,Great product and excellent quality,2026-03-16 07:35:08.387391,540,neutral,0.69,distilbert,neutral,negative
541,541,541,1,Good value for money,2026-07-24 07:35:08.387425,541,negative,0.79,bert-base,negative,negative
542,542,542,1,Great product and excellent quality,2026-02-15 07:35:08.387460,542,positive,0.72,distilbert,positive,negative
543,543,543,4,Good value for money,2026-03-20 07:35:08.387496,543,negative,0.62,roberta-base,negative,positive
544,544,544,4,Good value for money,2026-06-07 07:35:08.387528,544,neutral,0.54,distilbert,neutral,positive
545,545,545,4,Fantastic support and fast shipping,2026-04-16 07:35:08.387564,545,positive,0.57,bert-base,positive,positive
546,546,546,5,Good value for money,2026-04-28 07:35:08.387596,546,positive,0.79,roberta-base,positive,positive
547,547,547,3,Delivery was late,2026-03-29 07:35:08.387631,547,positive,0.89,bert-base,positive,neutral
548,548,548,3,"Average product, could be better",2026-07-14 07:35:08.387664,548,positive,0.7,distilbert,positive,neutral
549,549,549,4,"Average product, could be better",2026-04-07 07:35:08.387697,549,negative,0.72,distilbert,negative,positive
550,550,550,4,Fantastic support and fast shipping,2026-05-21 07:35:08.387730,550,negative,0.54,bert-base,negative,positive
551,551,551,5,Good value for money,2026-03-15 07:35:08.387763,551,negative,0.87,distilbert,negative,positive
552,552,552,2,Good value for money,2026-03-05 07:35:08.387799,552,neutral,0.54,distilbert,neutral,negative
553,553,553,4,Delivery was late,2026-05-27 07:35:08.387835,553,positive,0.56,bert-base,positive,positive
554,554,554,3,"Average product, could be better",2026-06-15 07:35:08.387868,554,positive,0.85,roberta-base,positive,neutral
555,555,555,5,"Average product, could be better",2026-06-01 07:35:08.387903,555,neutral,0.75,distilbert,neutral,positive
556,556,556,2,Fantastic support and fast shipping,2026-07-27 07:35:08.387936,556,neutral,0.77,distilbert,neutral,negative
557,557,557,2,"Average product, could be better",2026-06-25 07:35:08.387969,557,neutral,0.76,bert-base,neutral,negative
558,558,558,1,Good value for money,2026-07-16 07:35:08.388003,558,neutral,0.63,roberta-base,neutral,negative
559,559,559,1,Delivery was late,2026-04-21 07:35:08.388036,559,negative,0.56,bert-base,negative,negative
560,560,560,3,Very satisfied with the experience,2026-05-30 07:35:08.388068,560,negative,0.98,roberta-base,negative,neutral
561,561,561,2,Great product and excellent quality,2026-04-17 07:35:08.388100,561,negative,0.94,distilbert,negative,negative
562,562,562,5,Very satisfied with the experience,2026-05-01 07:35:08.388133,562,neutral,0.59,distilbert,neutral,positive
563,563,563,3,Fantastic support and fast shipping,2026-06-12 07:35:08.388166,563,positive,0.9,distilbert,positive,neutral
564,564,564,2,Great product and excellent quality,2026-02-18 07:35:08.388198,564,neutral,0.55,roberta-base,neutral,negative
565,565,565,2,"Average product, could be better",2026-03-20 07:35:08.388235,565,negative,0.88,bert-base,negative,negative
566,566,566,4,Very satisfied with the experience,2026-05-22 07:35:08.388268,566,positive,0.83,roberta-base,positive,positive
567,567,567,4,Great product and excellent quality,2026-06-12 07:35:08.388305,567,neutral,0.54,distilbert,neutral,positive
568,568,568,1,Great product and excellent quality,2026-07-24 07:35:08.388340,568,neutral,0.71,bert-base,neutral,negative
569,569,569,5,Great product and excellent quality,2026-02-23 07:35:08.388373,569,neutral,0.87,distilbert,neutral,positive
570,570,570,4,Great product and excellent quality,2026-07-17 07:35:08.388406,570,neutral,0.8,roberta-base,neutral,positive
571,571,571,2,Very satisfied with the experience,2026-02-28 07:35:08.388438,571,negative,0.81,roberta-base,negative,negative
572,572,572,5,Delivery was late,2026-06-12 07:35:08.388471,572,positive,0.55,distilbert,positive,positive
573,573,573,5,Fantastic support and fast shipping,2026-04-09 07:35:08.388503,573,positive,0.62,bert-base,positive,positive
574,574,574,5,Delivery was late,2026-05-05 07:35:08.388536,574,neutral,0.68,bert-base,neutral,positive
575,575,575,2,Delivery was late,2026-02-11 07:35:08.388634,575,neutral,0.84,roberta-base,neutral,negative
576,576,576,2,Very satisfied with the experience,2026-07-31 07:35:08.388669,576,negative,0.61,bert-base,negative,negative
577,577,577,3,Great product and excellent quality,2026-07-29 07:35:08.388703,577,positive,0.68,distilbert,positive,neutral
578,578,578,2,Good value for money,2026-05-25 07:35:08.388736,578,negative,0.59,distilbert,negative,negative
579,579,579,1,Fantastic support and fast shipping,2026-05-06 07:35:08.388770,579,positive,0.65,bert-base,positive,negative
580,580,580,2,Good value for money,2026-03-17 07:35:08.388803,580,neutral,0.84,roberta-base,neutral,negative
581,581,581,3,Great product and excellent quality,2026-06-29 07:35:08.388836,581,negative,0.97,roberta-base,negative,neutral
582,582,582,5,Very satisfied with the experience,2026-04-04 07:35:08.388869,582,positive,0.66,roberta-base,positive,positive
583,583,583,2,Good value for money,2026-04-07 07:35:08.388901,583,positive,0.69,roberta-base,positive,negative
584,584,584,5,Very satisfied with the experience,2026-05-02 07:35:08.388936,584,positive,0.79,roberta-base,positive,positive
585,585,585,2,Great product and excellent quality,2026-04-09 07:35:08.388968,585,positive,0.63,bert-base,positive,negative
586,586,586,1,Delivery was late,2026-03-14 07:35:08.389002,586,positive,0.66,distilbert,positive,negative
587,587,587,3,Great product and excellent quality,2026-05-20 07:35:08.389037,587,neutral,0.88,roberta-base,neutral,neutral
588,588,588,5,Good value for money,2026-03-03 07:35:08.389070,588,negative,0.87,distilbert,negative,positive
589,589,589,5,Very satisfied with the experience,2026-07-24 07:35:08.389109,589,neutral,0.57,bert-base,neutral,positive
590,590,590,3,"Average product, could be better",2026-05-09 07:35:08.389143,590,negative,0.51,bert-base,negative,neutral
591,591,591,2,Very satisfied with the experience,2026-04-01 07:35:08.389178,591,positive,0.66,roberta-base,positive,negative
592,592,592,2,Good value for money,2026-07-14 07:35:08.389211,592,neutral,0.64,bert-base,neutral,negative
593,593,593,1,Good value for money,2026-06-28 07:35:08.389250,593,negative,0.71,distilbert,negative,negative
594,594,594,5,"Average product, could be better",2026-05-13 07:35:08.389285,594,negative,0.6,distilbert,negative,positive
595,595,595,5,Delivery was late,2026-03-28 07:35:08.389318,595,neutral,0.73,bert-base,neutral,positive
596,596,596,4,Good value for money,2026-05-29 07:35:08.389350,596,positive,0.94,distilbert,positive,positive
597,597,597,3,Good value for money,2026-02-21 07:35:08.389384,597,negative,0.64,bert-base,negative,neutral
598,598,598,4,Very satisfied with the experience,2026-06-19 07:35:08.389416,598,neutral,0.6,bert-base,neutral,positive
599,599,599,1,Great product and excellent quality,2026-05-28 07:35:08.389450,599,positive,0.85,bert-base,positive,negative
600,600,600,2,Delivery was late,2026-06-18 07:35:08.389485,600,positive,0.8,bert-base,positive,negative
601,601,601,3,Very satisfied with the experience,2026-06-16 07:35:08.389522,601,positive,0.85,distilbert,positive,neutral
602,602,602,1,Great product and excellent quality,2026-04-26 07:35:08.389554,602,positive,0.96,roberta-base,positive,negative
603,603,603,2,Great product and excellent quality,2026-06-19 07:35:08.389588,603,positive,0.7,bert-base,positive,negative
604,604,604,1,Good value for money,2026-05-01 07:35:08.389620,604,neutral,0.59,roberta-base,neutral,negative
605,605,605,1,Great product and excellent quality,2026-06-06 07:35:08.389652,605,neutral,0.65,distilbert,neutral,negative
606,606,606,4,Fantastic support and fast shipping,2026-02-08 07:35:08.389685,606,negative,0.57,bert-base,negative,positive
607,607,607,1,Fantastic support and fast shipping,2026-06-02 07:35:08.389718,607,positive,0.8,bert-base,positive,negative
608,608,608,2,Delivery was late,2026-06-23 07:35:08.389750,608,neutral,0.6,bert-base,neutral,negative
609,609,609,3,Very satisfied with the experience,2026-07-25 07:35:08.389783,609,positive,0.91,roberta-base,positive,neutral
610,610,610,3,"Average product, could be better",2026-06-15 07:35:08.389817,610,neutral,0.81,bert-base,neutral,neutral
611,611,611,2,"Average product, could be better",2026-06-01 07:35:08.389851,611,negative,0.54,distilbert,negative,negative
612,612,612,4,"Average product, could be better",2026-02-19 07:35:08.389883,612,positive,0.63,roberta-base,positive,positive
613,613,613,1,Very satisfied with the experience,2026-04-25 07:35:08.389917,613,neutral,0.92,roberta-base,neutral,negative
614,614,614,4,"Average product, could be better",2026-07-13 07:35:08.389949,614,neutral,0.57,roberta-base,neutral,positive
615,615,615,3,Very satisfied with the experience,2026-02-17 07:35:08.389981,615,negative,0.53,bert-base,negative,neutral
616,616,616,3,Very satisfied with the experience,2026-02-03 07:35:08.390073,616,positive,0.82,roberta-base,positive,neutral
617,617,617,4,"Average product, could be better",2026-02-07 07:35:08.390105,617,positive,0.62,distilbert,positive,positive
618,618,618,2,Very satisfied with the experience,2026-04-13 07:35:08.390140,618,neutral,0.84,distilbert,neutral,negative
619,619,619,2,Fantastic support and fast shipping,2026-04-21 07:35:08.390172,619,negative,0.65,bert-base,negative,negative
620,620,620,3,Good value for money,2026-06-14 07:35:08.390206,620,negative,0.57,roberta-base,negative,neutral
621,621,621,4,Very satisfied with the experience,2026-02-21 07:35:08.390241,621,negative,0.55,distilbert,negative,positive
622,622,622,4,Very satisfied with the experience,2026-02-09 07:35:08.390336,622,positive,0.5,roberta-base,positive,positive
623,623,623,5,Delivery was late,2026-04-13 07:35:08.390374,623,neutral,0.68,roberta-base,neutral,positive
624,624,624,4,Very satisfied with the experience,2026-06-26 07:35:08.390440,624,positive,0.79,distilbert,positive,positive
625,625,625,1,Delivery was late,2026-02-19 07:35:08.390479,625,neutral,0.93,distilbert,neutral,negative
626,626,626,1,Fantastic support and fast shipping,2026-04-24 07:35:08.390513,626,neutral,0.8,distilbert,neutral,negative
627,627,627,4,Good value for money,2026-07-02 07:35:08.390547,627,neutral,0.82,bert-base,neutral,positive
628,628,628,3,Very satisfied with the experience,2026-06-05 07:35:08.390583,628,negative,0.63,roberta-base,negative,neutral
629,629,629,1,"Average product, could be better",2026-02-17 07:35:08.390619,629,neutral,0.68,distilbert,neutral,negative
630,630,630,5,Delivery was late,2026-06-13 07:35:08.390654,630,negative,0.96,distilbert,negative,positive
631,631,631,3,Very satisfied with the experience,2026-04-29 07:35:08.390689,631,negative,0.96,bert-base,negative,neutral
632,632,632,2,Very satisfied with the experience,2026-02-28 07:35:08.390724,632,neutral,0.57,distilbert,neutral,negative
633,633,633,4,Good value for money,2026-05-18 07:35:08.390761,633,negative,0.97,bert-base,negative,positive
634,634,634,3,Very satisfied with the experience,2026-02-13 07:35:08.390797,634,positive,0.99,distilbert,positive,neutral
635,635,635,3,Delivery was late,2026-02-03 07:35:08.390832,635,positive,0.84,distilbert,positive,neutral
636,636,636,5,Good value for money,2026-06-26 07:35:08.390866,636,neutral,0.84,roberta-base,neutral,positive
637,637,637,2,Fantastic support and fast shipping,2026-04-26 07:35:08.390902,637,neutral,0.83,bert-base,neutral,negative
638,638,638,2,Very satisfied with the experience,2026-02-21 07:35:08.390938,638,negative,0.7,bert-base,negative,negative
639,639,639,4,Fantastic support and fast shipping,2026-05-22 07:35:08.390972,639,negative,0.82,roberta-base,negative,positive
640,640,640,5,"Average product, could be better",2026-03-31 07:35:08.391007,640,neutral,0.84,bert-base,neutral,positive
641,641,641,5,Fantastic support and fast shipping,2026-06-14 07:35:08.391039,641,neutral,0.9,bert-base,neutral,positive
642,642,642,1,Fantastic support and fast shipping,2026-06-15 07:35:08.391071,642,negative,0.84,bert-base,negative,negative
643,643,643,1,Great product and excellent quality,2026-03-24 07:35:08.391103,643,neutral,0.68,distilbert,neutral,negative
644,644,644,5,Good value for money,2026-03-28 07:35:08.391138,644,negative,0.65,roberta-base,negative,positive
645,645,645,5,"Average product, could be better",2026-06-06 07:35:08.391171,645,negative,0.68,bert-base,negative,positive
646,646,646,4,Delivery was late,2026-02-04 07:35:08.391203,646,positive,0.76,bert-base,positive,positive
647,647,647,5,Great product and excellent quality,2026-05-29 07:35:08.391235,647,positive,0.63,distilbert,positive,positive
648,648,648,1,Delivery was late,2026-07-06 07:35:08.391267,648,neutral,0.98,bert-base,neutral,negative
649,649,649,5,Fantastic support and fast shipping,2026-05-20 07:35:08.391303,649,negative,0.63,bert-base,negative,positive
650,650,650,4,"Average product, could be better",2026-03-31 07:35:08.391335,650,negative,0.56,bert-base,negative,positive
651,651,651,5,Good value for money,2026-04-15 07:35:08.391367,651,negative,0.72,roberta-base,negative,positive
652,652,652,3,Great product and excellent quality,2026-04-18 07:35:08.391402,652,neutral,0.91,distilbert,neutral,neutral
653,653,653,1,Very satisfied with the experience,2026-04-14 07:35:08.391440,653,negative,0.75,distilbert,negative,negative
654,654,654,5,Very satisfied with the experience,2026-05-04 07:35:08.391476,654,positive,0.99,distilbert,positive,positive
655,655,655,4,Great product and excellent quality,2026-03-27 07:35:08.391511,655,neutral,0.58,bert-base,neutral,positive
656,656,656,5,Great product and excellent quality,2026-04-22 07:35:08.391543,656,positive,0.95,distilbert,positive,positive
657,657,657,1,Delivery was late,2026-07-30 07:35:08.391575,657,neutral,0.94,bert-base,neutral,negative
658,658,658,4,Great product and excellent quality,2026-07-30 07:35:08.391607,658,positive,0.88,roberta-base,positive,positive
659,659,659,4,Very satisfied with the experience,2026-06-20 07:35:08.391639,659,positive,0.67,roberta-base,positive,positive
660,660,660,1,Delivery was late,2026-06-20 07:35:08.391672,660,negative,0.6,roberta-base,negative,negative
661,661,661,4,"Average product, could be better",2026-06-28 07:35:08.391706,661,positive,0.97,bert-base,positive,positive
662,662,662,4,Great product and excellent quality,2026-03-31 07:35:08.391740,662,neutral,0.64,bert-base,neutral,positive
663,663,663,2,Very satisfied with the experience,2026-04-01 07:35:08.391772,663,negative,0.88,bert-base,negative,negative
664,664,664,2,Good value for money,2026-04-13 07:35:08.391807,664,positive,0.8,bert-base,positive,negative
665,665,665,1,Very satisfied with the experience,2026-05-15 07:35:08.391839,665,positive,0.63,roberta-base,positive,negative
666,666,666,4,Delivery was late,2026-05-21 07:35:08.391871,666,negative,0.55,bert-base,negative,positive
667,667,667,3,Delivery was late,2026-04-30 07:35:08.391905,667,negative,0.88,distilbert,negative,neutral
668,668,668,5,Great product and excellent quality,2026-02-14 07:35:08.391938,668,positive,0.59,roberta-base,positive,positive
669,669,669,2,Good value for money,2026-04-15 07:35:08.391971,669,negative,0.85,distilbert,negative,negative
670,670,670,1,"Average product, could be better",2026-06-19 07:35:08.392835,670,negative,0.63,bert-base,negative,negative
671,671,671,2,Great product and excellent quality,2026-04-10 07:35:08.392868,671,negative,0.69,roberta-base,negative,negative
672,672,672,5,Very satisfied with the experience,2026-03-19 07:35:08.392900,672,neutral,0.65,bert-base,neutral,positive
673,673,673,3,Good value for money,2026-06-27 07:35:08.392936,673,neutral,0.93,bert-base,neutral,neutral
674,674,674,3,"Average product, could be better",2026-06-27 07:35:08.392970,674,neutral,0.94,roberta-base,neutral,neutral
675,675,675,5,"Average product, could be better",2026-07-04 07:35:08.393003,675,negative,0.87,roberta-base,negative,positive
676,676,676,2,Very satisfied with the experience,2026-04-08 07:35:08.393038,676,positive,0.86,roberta-base,positive,negative
677,677,677,2,Fantastic support and fast shipping,2026-02-16 07:35:08.393070,677,neutral,0.51,bert-base,neutral,negative
678,678,678,1,Very satisfied with the experience,2026-03-19 07:35:08.393104,678,positive,0.86,bert-base,positive,negative
679,679,679,3,Great product and excellent quality,2026-06-25 07:35:08.393136,679,negative,0.79,bert-base,negative,neutral
680,680,680,3,Delivery was late,2026-03-31 07:35:08.393169,680,positive,0.62,distilbert,positive,neutral
681,681,681,1,Good value for money,2026-06-04 07:35:08.393202,681,positive,0.61,roberta-base,positive,negative
682,682,682,2,Great product and excellent quality,2026-07-05 07:35:08.393235,682,neutral,0.68,distilbert,neutral,negative
683,683,683,3,"Average product, could be better",2026-02-28 07:35:08.393267,683,positive,0.83,bert-base,positive,neutral
684,684,684,1,Fantastic support and fast shipping,2026-07-31 07:35:08.393299,684,positive,0.88,bert-base,positive,negative
685,685,685,2,Delivery was late,2026-07-08 07:35:08.393334,685,neutral,0.99,bert-base,neutral,negative
686,686,686,2,Fantastic support and fast shipping,2026-04-24 07:35:08.393366,686,neutral,0.77,distilbert,neutral,negative
687,687,687,2,Fantastic support and fast shipping,2026-02-02 07:35:08.393399,687,positive,0.62,bert-base,positive,negative
688,688,688,4,Delivery was late,2026-06-25 07:35:08.393435,688,negative,0.98,roberta-base,negative,positive
689,689,689,1,Fantastic support and fast shipping,2026-02-03 07:35:08.393470,689,neutral,0.68,distilbert,neutral,negative
690,690,690,1,Great product and excellent quality,2026-03-08 07:35:08.393502,690,neutral,0.57,bert-base,neutral,negative
691,691,691,1,Fantastic support and fast shipping,2026-05-19 07:35:08.393534,691,positive,0.58,distilbert,positive,negative
692,692,692,3,Fantastic support and fast shipping,2026-03-07 07:35:08.393566,692,negative,0.65,bert-base,negative,neutral
693,693,693,2,Great product and excellent quality,2026-04-22 07:35:08.393599,693,positive,0.9,distilbert,positive,negative
694,694,694,2,Very satisfied with the experience,2026-05-23 07:35:08.393632,694,positive,0.55,roberta-base,positive,negative
695,695,695,2,"Average product, could be better",2026-02-18 07:35:08.393666,695,positive,0.62,bert-base,positive,negative
696,696,696,5,Very satisfied with the experience,2026-06-12 07:35:08.393699,696,neutral,0.87,distilbert,neutral,positive
697,697,697,1,Good value for money,2026-03-03 07:35:08.393735,697,neutral,0.73,bert-base,neutral,negative
698,698,698,2,Fantastic support and fast shipping,2026-06-20 07:35:08.393767,698,negative,0.75,distilbert,negative,negative
699,699,699,5,Good value for money,2026-02-26 07:35:08.393800,699,positive,0.97,distilbert,positive,positive
700,700,700,2,Delivery was late,2026-05-17 07:35:08.393833,700,positive,0.53,distilbert,positive,negative
701,701,701,1,Good value for money,2026-03-08 07:35:08.393871,701,neutral,0.52,roberta-base,neutral,negative
702,702,702,4,Great product and excellent quality,2026-03-24 07:35:08.393903,702,neutral,0.63,distilbert,neutral,positive
703,703,703,4,Delivery was late,2026-06-21 07:35:08.393936,703,negative,0.7,bert-base,negative,positive
704,704,704,2,Great product and excellent quality,2026-07-04 07:35:08.393970,704,neutral,0.88,bert-base,neutral,negative
705,705,705,1,Very satisfied with the experience,2026-03-14 07:35:08.394005,705,positive,0.96,bert-base,positive,negative
706,706,706,2,Great product and excellent quality,2026-07-26 07:35:08.394038,706,negative,0.71,roberta-base,negative,negative
707,707,707,3,Good value for money,2026-06-14 07:35:08.394070,707,positive,0.55,roberta-base,positive,neutral
708,708,708,3,Very satisfied with the experience,2026-02-04 07:35:08.394102,708,negative,0.69,bert-base,negative,neutral
709,709,709,2,Very satisfied with the experience,2026-03-26 07:35:08.394138,709,neutral,0.56,distilbert,neutral,negative
710,710,710,1,"Average product, could be better",2026-07-22 07:35:08.394171,710,positive,0.87,bert-base,positive,negative
711,711,711,3,Delivery was late,2026-07-27 07:35:08.394204,711,neutral,0.94,distilbert,neutral,neutral
712,712,712,1,Delivery was late,2026-06-16 07:35:08.394240,712,neutral,0.71,bert-base,neutral,negative
713,713,713,1,Great product and excellent quality,2026-02-15 07:35:08.394276,713,positive,0.8,roberta-base,positive,negative
714,714,714,4,Delivery was late,2026-06-07 07:35:08.394309,714,positive,0.88,distilbert,positive,positive
715,715,715,2,Delivery was late,2026-03-24 07:35:08.394342,715,neutral,0.63,distilbert,neutral,negative
716,716,716,3,Good value for money,2026-03-21 07:35:08.394376,716,negative,0.79,roberta-base,negative,neutral
717,717,717,2,Very satisfied with the experience,2026-02-19 07:35:08.394412,717,neutral,0.98,bert-base,neutral,negative
718,718,718,4,"Average product, could be better",2026-02-21 07:35:08.394511,718,neutral,0.91,bert-base,neutral,positive
719,719,719,5,Fantastic support and fast shipping,2026-07-11 07:35:08.394545,719,negative,0.69,distilbert,negative,positive
720,720,720,2,"Average product, could be better",2026-04-26 07:35:08.394585,720,neutral,0.82,roberta-base,neutral,negative
721,721,721,3,Delivery was late,2026-06-15 07:35:08.394620,721,positive,0.54,roberta-base,positive,neutral
722,722,722,4,Fantastic support and fast shipping,2026-04-26 07:35:08.394656,722,neutral,0.81,roberta-base,neutral,positive
723,723,723,3,Delivery was late,2026-03-30 07:35:08.394691,723,negative,0.79,bert-base,negative,neutral
724,724,724,2,"Average product, could be better",2026-06-06 07:35:08.394724,724,neutral,0.56,bert-base,neutral,negative
725,725,725,5,Fantastic support and fast shipping,2026-02-15 07:35:08.394760,725,neutral,0.73,roberta-base,neutral,positive
726,726,726,5,"Average product, could be better",2026-05-13 07:35:08.394793,726,positive,0.89,distilbert,positive,positive
727,727,727,2,Very satisfied with the experience,2026-03-08 07:35:08.394826,727,neutral,0.68,distilbert,neutral,negative
728,728,728,1,Very satisfied with the experience,2026-07-02 07:35:08.394860,728,positive,0.9,roberta-base,positive,negative
729,729,729,1,Fantastic support and fast shipping,2026-05-08 07:35:08.394893,729,positive,0.73,roberta-base,positive,negative
730,730,730,1,"Average product, could be better",2026-03-07 07:35:08.394926,730,negative,0.71,roberta-base,negative,negative
731,731,731,2,Very satisfied with the experience,2026-02-28 07:35:08.394959,731,neutral,0.79,bert-base,neutral,negative
732,732,732,5,"Average product, could be better",2026-07-21 07:35:08.394993,732,neutral,0.82,bert-base,neutral,positive
733,733,733,4,Delivery was late,2026-02-25 07:35:08.395029,733,positive,0.69,distilbert,positive,positive
734,734,734,1,Great product and excellent quality,2026-06-26 07:35:08.395064,734,positive,0.99,distilbert,positive,negative
735,735,735,1,Great product and excellent quality,2026-07-19 07:35:08.395099,735,neutral,0.54,roberta-base,neutral,negative
736,736,736,4,"Average product, could be better",2026-02-18 07:35:08.395133,736,neutral,0.83,distilbert,neutral,positive
737,737,737,3,Delivery was late,2026-07-10 07:35:08.395170,737,neutral,0.77,bert-base,neutral,neutral
738,738,738,4,Good value for money,2026-07-05 07:35:08.395205,738,neutral,0.6,distilbert,neutral,positive
739,739,739,4,Very satisfied with the experience,2026-02-23 07:35:08.395239,739,negative,0.6,roberta-base,negative,positive
740,740,740,1,Very satisfied with the experience,2026-07-03 07:35:08.395274,740,positive,0.51,roberta-base,positive,negative
741,741,741,2,Very satisfied with the experience,2026-06-23 07:35:08.395308,741,neutral,0.75,distilbert,neutral,negative
742,742,742,4,Good value for money,2026-06-16 07:35:08.395381,742,negative,0.64,distilbert,negative,positive
743,743,743,5,Great product and excellent quality,2026-05-24 07:35:08.395415,743,positive,0.53,bert-base,positive,positive
744,744,744,2,Good value for money,2026-06-09 07:35:08.395449,744,neutral,0.81,distilbert,neutral,negative
745,745,745,1,Fantastic support and fast shipping,2026-06-19 07:35:08.395489,745,positive,0.66,roberta-base,positive,negative
746,746,746,5,Great product and excellent quality,2026-05-02 07:35:08.395525,746,neutral,0.79,roberta-base,neutral,positive
747,747,747,2,Good value for money,2026-07-07 07:35:08.395559,747,positive,0.65,distilbert,positive,negative
748,748,748,3,Delivery was late,2026-05-07 07:35:08.395594,748,negative,0.88,distilbert,negative,neutral
749,749,749,1,Very satisfied with the experience,2026-05-30 07:35:08.395630,749,negative,0.86,roberta-base,negative,negative
750,750,750,2,"Average product, could be better",2026-05-25 07:35:08.395664,750,negative,0.67,roberta-base,negative,negative
751,751,751,5,Delivery was late,2026-06-30 07:35:08.395696,751,neutral,0.89,distilbert,neutral,positive
752,752,752,5,Delivery was late,2026-03-11 07:35:08.395728,752,negative,0.58,roberta-base,negative,positive
753,753,753,1,Delivery was late,2026-04-12 07:35:08.395761,753,neutral,0.82,bert-base,neutral,negative
754,754,754,3,Great product and excellent quality,2026-06-25 07:35:08.395795,754,negative,0.6,distilbert,negative,neutral
755,755,755,1,Very satisfied with the experience,2026-05-26 07:35:08.395830,755,neutral,0.79,bert-base,neutral,negative
756,756,756,1,Delivery was late,2026-05-16 07:35:08.395865,756,negative,0.95,roberta-base,negative,negative
757,757,757,4,Delivery was late,2026-04-03 07:35:08.395903,757,neutral,0.97,roberta-base,neutral,positive
758,758,758,5,"Average product, could be better",2026-04-27 07:35:08.395936,758,positive,0.8,distilbert,positive,positive
759,759,759,3,Great product and excellent quality,2026-02-15 07:35:08.395973,759,positive,0.66,bert-base,positive,neutral
760,760,760,1,Fantastic support and fast shipping,2026-02-02 07:35:08.396008,760,positive,0.75,distilbert,positive,negative
761,761,761,2,Fantastic support and fast shipping,2026-07-02 07:35:08.396049,761,positive,0.5,distilbert,positive,negative
